 ,Feret,FeretX,FeretY,FeretAngle,MinFeret
169,2.24,595,708,153.43,1.00
170,20.62,904,660,67.17,2.11
171,2.24,793,949,153.43,1.00
172,4.12,805,949,165.96,1.00
173,17.72,1040,467,163.61,1.94
174,7.81,346,544,39.81,1.94
175,7.07,1232,635,98.13,1.00
176,3.61,701,537,33.69,1.79
177,17.00,761,674,61.93,1.79
178,2.83,282,518,45.00,1.41
179,3.61,273,532,56.31,1.79
180,1.41,640,776,135.00,1.00
181,1.41,591,732,135.00,1.00
182,10.77,626,500,111.80,1.90
183,7.07,609,711,45.00,1.41
184,12.17,628,690,80.54,1.99
185,9.22,780,1056,49.40,2.05
186,8.60,1118,632,144.46,1.94
187,3.16,652,729,108.43,1.00
188,5.00,827,1030,53.13,1.94
189,1.41,791,1083,135.00,1.00
190,5.10,289,691,101.31,1.00
191,5.66,670,700,135.00,1.41
192,9.22,736,662,139.40,2.03
193,2.83,750,673,135.00,1.41
194,5.10,426,705,101.31,1.00
195,6.08,695,376,170.54,1.00
196,12.08,380,571,65.56,2.10
197,7.28,382,666,105.95,1.96
198,5.10,556,516,168.69,1.00
199,2.24,633,491,153.43,1.00
200,18.03,742,551,123.69,2.12
201,3.61,659,521,146.31,1.79
202,3.16,788,736,161.57,1.00
203,2.24,801,737,153.43,1.00
204,2.83,879,277,135.00,1.41
205,6.32,307,525,161.57,1.96
206,6.71,632,728,63.43,1.90
207,14.76,1126,416,118.30,1.79
208,16.49,329,712,165.96,1.97
209,14.32,745,245,167.91,1.97
210,3.61,279,722,33.69,1.79
211,4.24,355,527,135.00,1.41
212,6.40,261,748,141.34,1.94
213,2.83,509,648,135.00,1.41
214,5.39,310,730,21.80,1.94
215,8.06,747,512,60.26,2.06
216,7.21,939,512,56.31,2.06
217,1.41,311,685,135.00,1.00
218,5.00,1074,460,53.13,1.79
219,6.40,197,751,141.34,2.00
220,1.41,955,727,135.00,1.00
221,9.06,1135,615,96.34,1.00
222,6.08,1136,629,99.46,1.00
223,3.61,294,542,146.31,1.79
224,1.41,800,733,135.00,1.00
225,6.40,788,743,38.66,1.94
226,6.71,955,525,63.43,2.04
227,8.94,1119,620,63.43,1.79
228,6.08,696,395,170.54,1.00
229,4.47,694,566,63.43,1.79
230,2.83,233,705,45.00,1.41
231,1.41,220,719,135.00,1.00
232,8.49,555,538,135.00,1.41
233,2.24,496,820,153.43,1.00
234,4.12,287,737,165.96,1.00
235,7.62,504,649,156.80,2.04
236,10.44,576,700,73.30,2.06
237,5.39,580,515,158.20,1.90
238,10.44,586,517,163.30,2.06
239,2.83,232,701,45.00,1.41
240,1.41,703,399,135.00,1.00
241,2.83,384,699,45.00,1.41
242,2.83,379,705,45.00,1.41
243,2.83,278,703,135.00,1.41
244,4.12,526,722,104.04,1.00
245,5.39,1036,474,111.80,1.94
246,2.24,1038,480,116.57,1.00
247,5.39,742,1048,68.20,1.90
248,13.60,761,503,143.97,2.00
249,20.10,1109,431,174.29,1.99
250,1.41,203,763,135.00,1.00
251,5.00,310,508,143.13,1.79
252,3.61,440,420,33.69,1.79
253,17.80,920,643,128.16,2.00
254,8.60,1044,607,125.54,1.94
255,3.16,544,662,161.57,1.00
256,5.00,851,1058,53.13,1.79
257,2.24,354,554,116.57,1.00
258,4.24,222,696,135.00,1.41
259,8.60,729,558,35.54,2.06
260,9.85,1104,414,66.04,2.04
261,5.83,292,533,59.04,1.79
262,1.41,523,545,135.00,1.00
263,7.21,527,548,146.31,1.94
264,3.61,542,676,146.31,1.79
265,1.41,794,336,135.00,1.00
266,8.54,299,704,20.56,1.94
267,5.39,365,551,111.80,1.90
268,6.71,480,689,63.43,1.79
269,5.00,476,695,53.13,1.79
270,5.83,687,690,149.04,1.79
271,5.00,747,199,143.13,1.94
272,12.04,592,694,94.76,1.00
273,17.20,395,686,54.46,2.00
274,5.00,409,516,36.87,1.94
275,6.40,692,406,128.66,1.94
276,1.41,810,278,135.00,1.00
277,7.07,852,657,45.00,1.41
278,7.07,890,650,135.00,1.41
279,8.60,543,547,54.46,2.00
280,7.81,903,495,50.19,2.03
281,8.94,237,756,116.57,2.04
282,18.38,347,545,67.62,2.11
283,3.16,759,715,161.57,1.00
284,2.83,242,729,45.00,1.41
285,5.39,742,1048,68.20,1.90
286,5.00,328,535,126.87,1.79
287,6.40,686,474,141.34,2.00
288,17.49,1109,443,149.04,2.11
289,4.12,627,478,104.04,1.00
290,11.18,669,506,100.30,1.99
291,4.12,1060,606,104.04,1.00
292,2.83,823,1011,135.00,1.41
293,4.47,431,782,26.57,1.79
294,1.41,602,247,135.00,1.00
295,2.24,726,594,116.57,1.00
296,8.06,841,458,172.87,1.00
297,2.24,600,720,153.43,1.00
298,5.39,943,309,111.80,1.94
299,7.81,229,766,140.19,1.94
300,2.24,397,550,153.43,1.00
301,1.41,409,550,135.00,1.00
302,6.71,518,645,63.43,1.90
303,2.24,220,724,153.43,1.00
304,5.00,309,714,36.87,1.94
305,5.00,295,683,36.87,1.79
306,10.30,1032,616,60.95,1.79
307,2.24,273,616,116.57,1.00
308,8.06,274,626,97.13,1.00
309,8.60,326,653,35.54,2.00
310,9.22,249,763,77.47,1.98
311,8.54,363,552,69.44,1.94
312,5.39,510,694,68.20,1.94
313,9.49,838,463,108.43,1.94
314,6.32,968,747,108.43,1.90
315,1.41,490,691,135.00,1.00
316,10.05,570,531,95.71,1.00
317,2.83,1107,425,45.00,1.41
318,5.39,235,711,158.20,1.94
319,1.41,381,686,135.00,1.00
320,21.02,805,535,92.73,1.00
321,6.32,963,366,18.43,1.94
322,8.06,593,706,150.26,2.04
323,4.47,1304,611,63.43,1.90
324,1.41,232,755,135.00,1.00
325,6.71,529,686,116.57,1.79
326,10.63,1056,455,131.19,2.03
327,1.41,1104,400,135.00,1.00
328,12.04,576,524,131.63,2.05
329,1.41,325,550,135.00,1.00
330,2.24,366,554,153.43,1.00
331,2.24,350,562,153.43,1.00
332,8.06,703,411,60.26,1.79
333,5.66,669,679,45.00,1.41
334,2.24,697,529,116.57,1.00
335,5.39,796,1057,111.80,1.94
336,3.16,275,530,108.43,1.00
337,10.30,702,538,29.05,2.10
338,7.62,800,1062,23.20,2.04
339,5.00,500,660,126.87,1.94
340,3.61,624,535,33.69,1.79
341,10.63,736,500,41.19,2.03
342,5.39,229,724,111.80,1.90
343,6.71,1215,641,63.43,1.94
344,10.44,293,688,163.30,2.06
345,15.65,753,265,63.43,1.79
346,4.47,566,691,26.57,1.79
347,21.93,927,632,133.15,2.07
348,1.41,748,199,135.00,1.00
349,1.41,745,202,135.00,1.00
350,5.39,534,543,111.80,1.90
351,5.39,734,853,158.20,1.90
352,7.62,726,834,66.80,1.94
353,3.16,684,921,161.57,1.00
354,3.61,688,939,146.31,1.79
355,8.60,661,987,125.54,1.94
356,3.61,669,962,33.69,1.79
357,5.39,616,1065,21.80,1.90
358,9.06,649,1004,173.66,1.00
359,3.61,661,1017,56.31,1.79
360,5.00,748,826,126.87,1.79
361,6.32,589,997,18.43,1.90
362,2.83,630,1017,135.00,1.41
363,6.32,670,977,161.57,1.90
364,5.00,677,990,53.13,1.79
365,1.41,669,964,135.00,1.00
366,5.39,683,955,21.80,1.94
367,7.62,628,1018,113.20,1.90
368,7.07,640,1015,98.13,1.00
369,2.83,619,1051,135.00,1.41
370,6.32,697,927,108.43,1.90
371,2.24,803,180,153.43,1.00
372,4.47,888,711,26.57,1.79
373,10.00,872,757,143.13,2.03
374,3.61,849,777,146.31,1.79
375,8.06,874,731,97.13,1.00
376,3.61,849,777,146.31,1.79
377,7.28,852,726,105.95,1.94
378,20.40,876,734,168.69,1.97
379,9.90,864,737,45.00,1.41
380,9.85,878,741,66.04,1.90
381,8.54,875,751,69.44,1.90
382,2.24,1451,595,116.57,1.00
383,5.39,1553,427,111.80,1.90
384,1.41,1570,422,135.00,1.00
385,3.61,1576,429,123.69,1.79
386,1.41,1785,233,135.00,1.00
387,12.53,1758,208,28.61,1.79
388,5.39,1765,211,111.80,1.90
389,4.24,1766,705,45.00,1.41
390,2.83,1771,716,135.00,1.41
391,4.12,1770,721,165.96,1.00
392,8.54,1776,708,110.56,1.96
393,6.08,1780,169,170.54,1.00
394,6.08,1780,169,170.54,1.00
395,2.83,1779,1132,135.00,1.41
396,2.83,1779,1132,135.00,1.41
