 ,Feret,FeretX,FeretY,FeretAngle,MinFeret
332,21.10,350,454,121.43,2.11
333,9.22,824,1168,40.60,2.00
334,18.60,502,249,36.25,2.00
335,5.39,1280,172,111.80,1.94
336,6.71,1282,1301,116.57,1.90
337,7.81,130,1147,39.81,2.00
338,9.22,862,227,130.60,2.00
339,3.16,688,877,108.43,1.00
340,3.16,270,1369,108.43,1.00
341,8.49,1265,753,45.00,1.41
342,1.41,1455,653,135.00,1.00
343,6.32,107,1091,18.43,1.90
344,7.62,1087,696,23.20,1.94
345,14.21,672,253,129.29,2.03
346,6.71,395,468,116.57,1.90
347,7.28,547,665,164.05,1.96
348,11.18,556,666,169.70,1.97
349,20.22,1033,1078,98.53,1.99
350,15.23,561,205,156.80,2.11
351,12.08,626,178,155.56,2.11
352,7.21,1221,214,56.31,1.94
353,5.83,1270,118,59.04,1.79
354,5.10,468,324,168.69,1.00
355,11.40,1084,954,142.13,2.03
356,5.39,1538,703,111.80,1.90
357,2.24,1751,975,116.57,1.00
358,17.46,855,1077,76.76,2.06
359,6.71,503,212,153.43,1.79
360,15.03,739,349,176.19,1.00
361,6.32,1267,763,108.43,1.94
362,4.47,1269,771,116.57,1.79
363,6.32,975,604,18.43,1.94
364,21.38,543,962,79.22,2.05
365,21.38,1380,790,79.22,2.05
366,10.05,514,669,95.71,1.00
367,8.25,1089,866,14.04,1.94
368,8.94,505,1369,26.57,2.04
369,9.85,916,1354,156.04,2.11
370,11.40,669,700,164.74,1.96
371,11.18,1038,230,116.57,2.04
372,6.71,1327,412,63.43,1.90
373,4.47,679,190,26.57,1.79
374,7.62,795,1468,113.20,1.90
375,12.17,441,413,170.54,1.98
376,9.90,1339,1352,135.00,1.41
377,13.60,647,282,143.97,1.94
378,13.34,294,1119,167.01,1.96
379,20.40,682,402,78.69,1.97
380,5.00,540,761,126.87,1.79
381,20.12,876,352,153.43,2.13
382,3.61,568,907,56.31,1.79
383,1.41,567,908,135.00,1.00
384,1.41,564,915,135.00,1.00
385,2.83,562,919,45.00,1.41
386,12.04,1167,422,41.63,2.03
387,1.41,1263,786,135.00,1.00
388,1.41,1261,787,135.00,1.00
389,21.47,493,1070,27.76,1.79
390,9.43,541,982,122.01,1.79
391,2.24,1325,164,116.57,1.00
392,7.07,1406,252,45.00,1.41
393,17.46,653,1086,166.76,2.06
394,8.60,533,586,54.46,1.94
395,5.00,1206,1154,36.87,1.79
396,1.41,1510,966,135.00,1.00
397,7.21,385,879,33.69,2.06
398,19.65,951,970,165.26,1.96
399,4.12,1324,571,165.96,1.00
400,3.16,1184,861,161.57,1.00
401,2.24,1167,865,153.43,1.00
402,2.24,1676,546,153.43,1.00
403,5.83,970,730,120.96,1.79
404,11.40,425,1128,127.87,2.00
405,6.40,434,1140,128.66,1.94
406,21.26,932,1318,138.81,2.07
407,10.63,1147,1297,131.19,2.03
408,6.32,1058,851,161.57,1.94
409,13.00,736,764,67.38,2.11
410,14.87,1557,838,70.35,1.90
411,2.83,1539,954,135.00,1.41
412,2.83,1542,956,135.00,1.41
413,5.66,1548,961,135.00,1.41
414,2.83,1554,966,135.00,1.41
415,20.62,366,495,165.96,2.06
416,8.49,497,513,135.00,1.41
417,9.22,761,1145,130.60,2.00
418,3.61,308,235,123.69,1.79
419,4.12,312,249,104.04,1.00
420,5.00,466,1296,143.13,1.79
421,9.85,817,445,156.04,2.04
422,6.40,387,500,51.34,1.94
423,5.66,845,915,135.00,1.41
424,9.90,853,923,135.00,1.41
425,5.83,1317,965,59.04,1.94
426,21.19,989,1281,160.71,2.11
427,16.76,1291,1404,17.35,1.94
428,6.71,1292,741,153.43,1.79
429,2.83,1338,1047,135.00,1.41
430,11.05,544,738,174.81,1.00
431,2.83,434,1070,135.00,1.41
432,10.00,393,1042,53.13,2.00
433,15.13,1643,1014,97.59,1.98
434,13.04,127,526,147.53,2.11
435,2.24,198,456,153.43,1.00
436,21.47,368,1092,117.76,1.79
437,9.85,859,754,113.96,2.04
438,7.62,1642,415,113.20,2.04
439,3.16,1393,1334,161.57,1.00
440,11.18,612,369,100.30,1.99
441,8.06,310,1334,150.26,2.06
442,17.12,1729,849,96.71,1.99
443,3.61,567,322,146.31,1.79
444,7.07,1211,1035,98.13,1.00
445,21.02,1063,1034,177.27,1.00
446,21.02,1402,801,177.27,1.00
447,5.39,855,1445,68.20,1.90
448,6.40,885,444,51.34,1.94
449,10.82,877,457,56.31,1.94
450,3.61,212,1205,33.69,1.79
451,6.71,854,106,116.57,1.90
452,17.49,968,1395,30.96,2.11
453,2.24,357,1219,116.57,1.00
454,13.93,360,1226,111.04,2.11
455,7.28,652,1020,74.05,1.94
456,4.12,1291,97,165.96,1.00
457,20.59,1546,963,119.05,2.14
458,14.87,1032,265,47.73,2.06
459,8.06,1179,1381,29.74,1.79
460,11.18,854,144,63.43,2.10
461,16.55,845,433,64.98,2.04
462,2.83,1317,964,45.00,1.41
463,16.28,1303,976,42.51,2.07
464,15.30,597,626,78.69,1.96
465,16.28,664,138,132.51,2.07
466,5.66,582,290,135.00,1.41
467,5.66,651,661,135.00,1.41
468,4.12,1248,1517,104.04,1.00
469,5.66,1352,212,45.00,1.41
470,6.08,1338,1264,170.54,1.00
471,7.07,403,1209,135.00,1.41
472,10.00,573,653,53.13,2.00
473,16.97,1207,1071,135.00,1.41
474,2.83,1423,348,45.00,1.41
475,5.66,1413,358,45.00,1.41
476,5.39,1328,1404,158.20,1.90
477,1.41,986,1384,135.00,1.00
478,1.41,985,1386,135.00,1.00
479,1.41,984,604,135.00,1.00
480,8.94,184,1094,153.43,2.04
481,17.89,729,1019,63.43,2.13
482,10.63,796,371,41.19,2.06
483,13.93,1163,488,158.96,1.90
484,6.71,1096,1482,153.43,1.79
485,15.65,1019,436,63.43,1.79
486,8.54,950,1396,159.44,1.94
487,20.00,883,930,53.13,2.00
488,1.41,1782,961,135.00,1.00
489,20.02,1628,838,92.86,1.00
490,14.14,436,700,45.00,1.41
491,7.21,1197,1551,146.31,1.94
492,7.21,1264,1247,146.31,1.94
493,10.30,557,482,150.95,1.79
494,1.41,575,490,135.00,1.00
495,2.83,1172,945,135.00,1.41
496,4.47,412,729,63.43,1.79
497,17.46,613,132,156.37,2.15
498,8.06,638,442,60.26,1.79
499,5.83,632,454,59.04,1.79
500,1.41,969,240,135.00,1.00
501,9.85,972,251,113.96,1.90
502,3.16,1004,1552,161.57,1.00
503,2.83,1015,1554,135.00,1.41
504,21.19,1071,990,19.29,2.11
505,22.63,991,1102,135.00,1.41
506,6.40,229,444,51.34,2.00
507,1.41,841,1039,135.00,1.00
508,3.61,1488,953,33.69,1.79
509,4.47,1476,956,26.57,1.90
510,16.64,1772,620,32.74,2.11
511,5.00,197,460,36.87,1.94
512,7.62,1508,847,23.20,1.94
513,9.49,571,1158,161.57,1.97
514,16.40,892,131,127.57,2.00
515,11.31,1437,820,135.00,1.41
516,9.06,1336,666,173.66,1.00
517,5.10,919,258,101.31,1.00
518,20.22,1568,1114,81.47,1.99
519,7.07,227,1248,171.87,1.00
520,1.41,516,49,135.00,1.00
521,8.60,609,725,125.54,1.94
522,15.56,969,938,135.00,1.41
523,16.97,1612,1027,45.00,1.41
524,5.39,1372,1183,21.80,1.90
525,6.71,947,1033,63.43,1.79
526,5.00,1338,1009,36.87,1.94
527,5.83,1680,832,120.96,1.79
528,7.21,1687,844,123.69,1.79
529,9.85,700,194,113.96,2.04
530,2.83,944,1070,135.00,1.41
531,6.71,1355,241,116.57,2.04
532,18.38,824,111,45.00,1.41
533,1.41,889,430,135.00,1.00
534,5.00,884,434,36.87,1.79
535,7.21,290,1113,146.31,1.79
536,8.06,300,1118,150.26,1.79
537,4.24,1266,1079,135.00,1.41
538,4.24,1223,1578,135.00,1.41
539,3.61,1242,1271,56.31,1.79
540,21.10,376,576,31.43,2.11
541,8.25,431,201,104.04,1.96
542,5.39,728,433,68.20,1.94
543,10.20,726,449,78.69,1.97
544,4.24,1403,368,45.00,1.41
545,20.10,1179,1316,174.29,1.99
546,5.00,1394,841,143.13,1.79
547,8.54,781,746,20.56,1.96
548,7.81,572,244,50.19,2.03
549,4.24,279,257,135.00,1.41
550,20.59,415,318,60.95,1.79
551,14.76,522,518,61.70,1.79
552,20.40,745,470,168.69,1.97
553,15.13,948,518,97.59,1.99
554,20.10,1359,1219,5.71,1.99
555,9.43,545,141,147.99,2.11
556,19.03,362,1319,176.99,1.00
557,21.02,1106,1417,115.35,2.13
558,15.13,1146,975,97.59,1.99
559,3.16,1448,527,108.43,1.00
560,1.41,1366,421,135.00,1.00
561,15.00,1351,433,36.87,2.00
562,20.62,564,1229,75.96,2.06
563,3.16,1003,558,108.43,1.00
564,4.24,1184,860,135.00,1.41
565,3.61,1190,865,146.31,1.79
566,1.41,1197,870,135.00,1.00
567,7.07,1235,1212,98.13,1.00
568,10.44,354,528,106.70,1.94
569,1.41,358,544,135.00,1.00
570,3.16,1594,1001,108.43,1.00
571,12.37,1590,1022,75.96,1.96
572,22.02,730,1021,140.53,2.11
573,21.38,763,265,100.78,2.05
574,9.22,771,186,130.60,2.00
575,20.59,1151,1172,119.05,2.14
576,2.24,1498,729,153.43,1.00
577,6.40,1507,736,141.34,1.94
578,1.41,557,1498,135.00,1.00
579,4.47,567,1503,153.43,1.79
580,4.24,332,754,135.00,1.41
581,14.76,410,343,61.70,1.79
582,8.06,875,1095,150.26,2.04
583,4.47,1539,1108,116.57,1.79
584,14.14,337,980,98.13,1.98
585,1.41,345,1039,135.00,1.00
586,7.28,326,1043,15.95,1.94
587,13.15,1016,448,98.75,1.98
588,7.28,1567,532,164.05,1.96
589,2.24,491,911,153.43,1.00
590,5.39,501,914,158.20,1.90
591,6.08,583,777,99.46,1.00
592,8.25,958,1047,14.04,1.94
593,9.49,1171,304,71.57,1.94
594,4.24,855,1304,45.00,1.41
595,8.49,1037,842,135.00,1.41
596,6.40,1283,978,141.34,1.94
597,9.90,1290,297,45.00,1.41
598,1.41,1319,962,135.00,1.00
599,9.22,1583,892,102.53,1.97
600,1.41,322,593,135.00,1.00
601,6.32,337,980,108.43,1.90
602,5.00,1352,532,143.13,1.79
603,7.21,413,358,146.31,1.94
604,9.43,421,363,147.99,2.06
605,13.04,1255,1400,147.53,2.11
606,16.16,391,1153,158.20,2.11
607,5.00,1633,1014,126.87,1.79
608,3.61,1087,1588,123.69,1.79
609,4.47,1457,647,153.43,1.90
610,17.89,1744,1137,63.43,1.79
611,2.83,1742,1140,45.00,1.41
612,10.44,1153,1077,163.30,1.94
613,1.41,696,167,135.00,1.00
614,12.53,577,1194,28.61,2.10
615,10.30,1165,1265,150.95,1.79
616,6.08,1681,790,99.46,1.00
617,4.47,495,600,116.57,1.79
618,10.20,1302,1316,168.69,1.97
619,16.40,391,528,142.43,2.00
620,2.24,526,1035,153.43,1.00
621,3.61,532,1037,146.31,1.79
622,1.41,632,1285,135.00,1.00
623,5.00,1293,1036,36.87,1.94
624,15.30,457,207,78.69,1.98
625,22.14,711,218,161.57,2.11
626,5.10,1404,717,168.69,1.00
627,11.05,1413,717,174.81,1.00
628,2.83,208,542,135.00,1.41
629,5.66,213,547,135.00,1.41
630,4.47,1353,54,63.43,1.79
631,4.47,1254,1401,26.57,1.79
632,5.39,1242,1404,21.80,1.90
633,13.00,673,1451,157.38,2.11
634,14.32,1153,1419,65.22,2.04
635,2.24,1151,1423,116.57,1.00
636,13.00,1407,688,22.62,2.04
637,20.62,1653,502,67.17,2.15
638,8.25,1151,1475,104.04,1.94
639,8.06,499,1402,97.13,1.00
640,4.47,648,790,26.57,1.79
641,1.41,646,790,135.00,1.00
642,1.41,644,791,135.00,1.00
643,1.41,1016,911,135.00,1.00
644,13.45,1004,923,41.99,2.06
645,8.06,1272,263,29.74,2.06
646,5.00,1377,1111,36.87,1.79
647,5.00,1492,816,53.13,1.94
648,4.24,1533,1052,45.00,1.41
649,2.83,1655,821,135.00,1.41
650,2.24,1779,948,153.43,1.00
651,8.06,1002,896,60.26,1.79
652,15.65,679,1065,63.43,2.13
653,20.12,712,381,116.57,1.79
654,18.79,763,1002,115.20,2.13
655,3.16,922,1539,108.43,1.00
656,5.66,491,1265,135.00,1.41
657,7.81,668,1090,39.81,2.00
658,8.60,866,208,35.54,2.00
659,7.21,1654,856,146.31,1.94
660,21.02,514,273,177.27,1.00
661,15.81,592,1041,145.30,2.09
662,5.83,1533,1073,59.04,1.79
663,4.47,976,1420,153.43,1.79
664,4.24,744,226,45.00,1.41
665,5.66,1742,1036,45.00,1.41
666,21.02,736,303,177.27,1.00
667,8.06,645,695,172.87,1.00
668,11.66,384,663,30.96,2.06
669,3.61,860,34,146.31,1.79
670,16.55,1592,853,64.98,2.15
671,2.83,1183,416,135.00,1.41
672,7.28,643,364,105.95,1.94
673,2.24,647,383,116.57,1.00
674,4.12,785,832,104.04,1.00
675,18.44,1251,1085,12.53,1.96
676,1.41,943,177,135.00,1.00
677,5.66,951,186,135.00,1.41
678,1.41,1253,1463,135.00,1.00
679,5.83,280,281,59.04,1.79
680,5.83,525,1181,149.04,1.79
681,9.43,984,1365,122.01,1.79
682,16.12,987,263,29.74,2.14
683,5.00,1414,476,126.87,1.79
684,2.24,1423,490,116.57,1.00
685,11.70,319,1010,19.98,1.94
686,21.19,424,239,109.29,2.11
687,12.65,1150,547,71.57,1.94
688,8.49,623,627,45.00,1.41
689,2.24,757,1,116.57,1.00
690,12.65,758,8,108.43,2.06
691,7.81,808,846,129.81,2.03
692,11.66,995,942,59.04,2.11
693,11.66,1659,1084,149.04,2.06
694,3.61,1674,1093,146.31,1.79
695,3.16,1189,1512,108.43,1.00
696,20.62,1168,395,104.04,2.06
697,21.40,752,898,142.59,2.00
698,8.60,1176,1407,144.46,2.00
699,7.07,1456,827,45.00,1.41
700,5.66,1498,1088,45.00,1.41
701,7.21,1707,848,146.31,1.94
702,10.30,890,740,119.05,1.79
703,8.94,1417,341,63.43,1.79
704,20.88,611,897,163.30,1.94
705,12.17,685,756,99.46,1.97
706,14.87,1008,252,70.35,1.94
707,8.49,233,1001,135.00,1.41
708,7.81,1232,1358,39.81,2.00
709,6.40,1320,673,51.34,1.94
710,10.82,1230,1142,33.69,2.06
711,7.21,1327,1328,123.69,1.94
712,3.61,1457,883,33.69,1.79
713,9.49,728,1063,18.43,1.94
714,1.41,1491,814,135.00,1.00
715,1.41,1492,826,135.00,1.00
716,9.49,1528,766,108.43,1.94
717,4.12,1469,792,104.04,1.00
718,8.25,947,806,104.04,1.96
719,6.32,1348,919,108.43,1.96
720,10.00,308,1167,36.87,1.94
721,4.24,381,1015,135.00,1.41
722,15.65,962,639,153.43,2.13
723,8.25,717,96,75.96,1.97
724,4.12,935,1534,104.04,1.00
725,3.61,936,1548,123.69,1.79
726,13.45,984,909,138.01,2.05
727,16.76,1310,1376,107.35,2.06
728,11.31,744,1062,135.00,1.41
729,2.24,967,1301,116.57,1.00
730,8.06,966,1313,97.13,1.00
731,21.10,508,951,58.57,2.11
732,13.89,975,1510,120.26,2.11
733,10.30,1401,1032,29.05,1.79
734,6.71,1117,931,63.43,1.90
735,4.12,1299,1283,165.96,1.00
736,3.16,1581,1187,161.57,1.00
737,13.34,1162,1156,167.01,1.96
738,15.30,1027,322,11.31,1.99
739,5.66,462,1248,45.00,1.41
740,5.00,641,25,143.13,1.94
741,21.63,1042,589,33.69,2.12
