 ,Feret,FeretX,FeretY,FeretAngle,MinFeret
619,7.62,168,532,66.80,2.04
620,3.61,547,237,33.69,1.79
621,10.77,859,1025,21.80,2.11
622,17.46,333,715,166.76,1.96
623,6.40,834,1017,51.34,2.00
624,2.83,828,1023,45.00,1.41
625,7.21,185,456,123.69,1.79
626,2.24,1124,847,116.57,1.00
627,11.40,808,328,15.26,1.94
628,6.32,235,480,71.57,1.94
629,5.39,233,493,68.20,1.90
630,2.24,328,733,153.43,1.00
631,1.41,343,737,135.00,1.00
632,5.00,856,360,53.13,1.79
633,8.54,384,875,20.56,1.90
634,5.10,547,253,168.69,1.00
635,5.39,1147,714,158.20,1.90
636,8.54,1156,717,159.44,1.90
637,4.24,1326,901,135.00,1.41
638,14.87,1558,428,109.65,1.90
639,13.04,630,679,94.40,1.00
640,11.05,634,496,174.81,1.00
641,2.24,1361,861,153.43,1.00
642,3.16,799,707,161.57,1.00
643,7.28,656,738,74.05,1.94
644,5.10,1331,886,168.69,1.00
645,10.63,833,762,131.19,2.06
646,6.32,1534,805,108.43,1.94
647,8.06,290,744,29.74,2.04
648,1.41,281,746,135.00,1.00
649,7.28,383,372,74.05,1.96
650,5.39,824,1074,111.80,1.94
651,11.05,652,1008,174.81,1.00
652,11.05,1736,627,174.81,1.00
653,14.32,748,517,65.22,2.11
654,4.12,134,790,104.04,1.00
655,21.02,178,629,177.27,1.00
656,5.00,67,622,143.13,1.79
657,4.47,423,428,153.43,1.79
658,8.06,1035,637,150.26,1.79
659,7.62,617,1070,23.20,1.96
660,14.32,851,1030,77.91,1.98
661,1.41,551,533,135.00,1.00
662,13.04,555,539,122.47,2.12
663,2.83,632,831,45.00,1.41
664,1.41,630,832,135.00,1.00
665,4.47,528,507,26.57,1.79
666,8.94,814,435,26.57,2.04
667,20.10,276,618,95.71,1.99
668,19.10,573,546,83.99,1.99
669,21.93,1095,491,136.85,2.07
670,8.06,647,675,150.26,1.79
671,7.07,204,452,98.13,1.00
672,9.49,634,647,108.43,1.94
673,9.49,1023,602,71.57,1.94
674,6.32,1022,609,71.57,1.90
675,6.32,1198,220,18.43,1.94
676,12.81,263,749,141.34,2.09
677,9.22,288,554,49.40,2.00
678,2.24,756,831,116.57,1.00
679,4.24,821,889,45.00,1.41
680,2.83,1252,967,45.00,1.41
681,2.83,1082,801,45.00,1.41
682,6.32,55,742,71.57,1.94
683,1.41,225,742,135.00,1.00
684,3.61,1397,852,33.69,1.79
685,8.94,1457,1001,116.57,2.04
