Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
1,3770.284,0,0,0,0,0,0,0.000,1884.396,255,255
1,3734.745,0,0,0,0,0,0,0.000,1867.077,255,255
1,3257.971,0,0,0,0,0,0,0.000,1628.412,255,255
1,3159.079,0,0,0,0,0,0,0.000,1579.061,255,255
1,3088.116,0,0,0,0,0,0,0.000,1543.258,255,255
1,3077.327,0,0,0,0,0,0,0.000,1538.220,255,255
1,2731.248,0,0,0,0,0,0,0.000,1365.903,255,255
1,2674.120,0,0,0,0,0,0,0.000,1336.860,255,255
1,2402.220,0,0,0,0,0,0,0.000,1201.354,255,255
1,2166.415,0,0,0,0,0,0,0.000,1082.118,255,255
1,1649.870,0,0,0,0,0,0,0.000,0.000,0,0
1,1469.530,0,0,0,0,0,0,0.000,736.137,255,255
1,1460.569,0,0,0,0,0,0,0.000,731.217,255,255
1,1450.200,0,0,0,0,0,0,0.000,725.084,255,255
1,1200.107,0,0,0,0,0,0,0.000,0.000,0,0
1,1046.415,0,0,0,0,0,0,0.000,2.000,255,255
1,1030.130,0,0,0,0,0,0,0.000,0.000,0,0
1,1027.000,0,0,0,0,0,0,0.000,0.000,0,0
1,1006.415,0,0,0,0,0,0,0.000,504.000,255,255
1,990.415,0,0,0,0,0,0,0.000,496.415,255,255
1,977.565,0,0,0,0,0,0,0.000,490.145,255,255
1,732.044,10,730,0,0,0,0,730.068,732.044,255,255
1,728.069,12,726,0,0,0,0,726.099,728.069,255,255
1,392.000,0,0,0,0,0,0,0.000,0.000,0,0
1,355.416,0,0,0,0,0,0,0.000,0.000,0,0
