Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
3,79.740,46,815,0,97,864,0,70.725,74.405,255,255
3,43.799,76,813,0,100,839,0,35.384,39.196,255,255
3,33.456,76,813,0,101,832,0,31.401,30.368,255,255
3,29.657,32,776,0,36,748,0,28.284,26.332,255,255
3,29.627,8,779,0,24,802,0,28.018,27.716,255,255
3,29.385,24,802,0,46,815,0,25.554,24.221,255,255
3,27.071,8,779,0,11,762,0,17.263,22.966,255,255
3,26.243,97,864,0,100,839,0,25.179,23.158,255,255
3,23.142,99,876,0,99,893,0,17.000,21.175,255,255
3,20.899,99,876,0,99,893,0,17.000,19.116,255,255
3,20.314,15,768,0,32,776,0,18.788,15.997,255,255
3,19.728,9,812,0,24,802,0,18.028,15.834,255,255
3,17.728,22,739,0,36,748,0,16.643,15.029,255,255
3,14.314,36,748,0,46,739,0,13.454,11.859,255,255
3,13.899,8,779,0,15,768,0,13.038,12.005,255,255
3,13.657,97,864,0,99,876,0,12.166,11.754,255,255
3,7.657,11,762,0,15,768,0,7.211,6.659,255,255
3,7.414,100,839,0,101,832,0,7.071,5.000,255,255
4,7.243,12,22,0,18,25,0,6.708,3.734,255,255
7,282.865,326,322,0,416,435,0,144.461,265.428,255,255
7,230.823,1261,659,0,1333,860,0,213.506,212.866,255,255
7,166.894,1239,408,0,1371,328,0,154.350,154.558,255,255
7,130.569,1038,953,0,1078,859,0,102.157,123.158,255,255
7,129.640,1164,357,0,1216,253,0,116.276,120.013,255,255
7,125.154,1092,788,0,1152,708,0,100.000,117.675,255,255
7,121.870,378,614,0,492,609,0,114.110,115.043,255,255
7,116.296,1064,652,0,1155,696,0,101.079,106.036,255,255
7,115.012,1136,415,0,1239,408,0,103.238,107.798,255,255
7,113.539,477,353,0,531,263,0,104.957,104.769,255,255
7,112.882,811,545,0,833,468,0,80.081,104.907,255,255
7,109.698,951,312,0,968,317,0,17.720,101.700,255,255
7,107.870,1356,428,0,1371,328,0,101.119,100.638,255,255
7,99.368,888,272,0,961,216,0,92.005,92.558,255,255
7,99.083,189,639,0,267,626,0,79.076,91.776,255,255
