 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,5110,3059,0,6059,64350,19.82,2255,116,147.84
2,0,0,1,0,0,0.00,0,0,0.00
3,1,0,1,0,0,2.41,0,0,2.41
4,1,0,1,0,0,1.00,0,0,1.00
5,1,0,1,0,0,2.41,0,0,2.41
6,39,20,0,34,521,38.64,8,0,171.57
7,1,0,1,0,0,1.41,0,0,1.41
8,3,1,0,1,0,6.50,0,0,11.66
9,1,0,1,0,0,1.00,0,0,1.00
10,3,1,0,1,0,84.39,0,0,191.65
11,1,0,1,0,0,14.07,0,0,14.07
12,1,0,1,0,0,3.41,0,0,3.41
13,1,0,1,0,0,117.78,0,0,117.78
14,1,0,1,0,0,26.66,0,0,26.66
15,1,0,1,0,0,15.90,0,0,15.90
16,1,0,1,0,0,34.07,0,0,34.07
17,1,0,1,0,0,4.41,0,0,4.41
18,1,0,1,0,0,11.41,0,0,11.41
19,0,0,1,0,0,0.00,0,0,0.00
20,1,0,1,0,0,42.46,0,0,42.46
21,0,0,1,0,0,0.00,0,0,0.00
22,1,0,1,0,0,105.12,0,0,105.12
23,1,0,1,0,0,33.63,0,0,33.63
24,1,0,1,0,0,1.00,0,0,1.00
25,1,0,1,0,0,4.00,0,0,4.00
26,1,0,1,0,0,1.00,0,0,1.00
27,1,0,1,0,0,5.83,0,0,5.83
28,1,0,1,0,0,1.00,0,0,1.00
29,1,0,1,0,0,12.83,0,0,12.83
30,1,0,1,0,0,8.41,0,0,8.41
31,1,0,1,0,0,2.00,0,0,2.00
32,1,0,1,0,0,1.41,0,0,1.41
33,1,0,1,0,0,18.49,0,0,18.49
34,1,0,1,0,0,36.87,0,0,36.87
35,1,0,1,0,0,4.00,0,0,4.00
36,1,0,1,0,0,3.41,0,0,3.41
37,1,0,1,0,0,26.31,0,0,26.31
38,1,0,1,0,0,10.49,0,0,10.49
39,1,0,1,0,0,4.83,0,0,4.83
40,1,0,1,0,0,91.91,0,0,91.91
41,1,0,1,0,0,11.49,0,0,11.49
42,1,0,1,0,0,5.24,0,0,5.24
43,1,0,1,0,0,8.24,0,0,8.24
44,1,0,1,0,0,5.83,0,0,5.83
45,3,1,0,3,0,78.80,0,0,99.95
46,0,0,1,0,0,0.00,0,0,0.00
47,1,0,1,0,0,22.14,0,0,22.14
48,1,0,1,0,0,25.07,0,0,25.07
49,1,0,1,0,0,132.75,0,0,132.75
50,1,0,1,0,0,39.56,0,0,39.56
51,1,0,1,0,0,5.66,0,0,5.66
52,0,0,1,0,0,0.00,0,0,0.00
53,1,0,1,0,0,1.41,0,0,1.41
54,1,0,1,0,0,2.83,0,0,2.83
55,0,0,1,0,0,0.00,0,0,0.00
56,1,0,1,0,0,2.83,0,0,2.83
57,1,0,1,0,0,6.83,0,0,6.83
58,1,0,1,0,0,47.53,0,0,47.53
59,1,0,1,0,0,3.83,0,0,3.83
60,1,0,1,0,0,4.83,0,0,4.83
61,1,0,1,0,0,17.73,0,0,17.73
62,3,1,0,1,0,23.37,0,0,38.63
63,0,0,1,0,0,0.00,0,0,0.00
64,1,0,1,0,0,10.41,0,0,10.41
65,1,0,1,0,0,6.24,0,0,6.24
66,0,0,1,0,0,0.00,0,0,0.00
67,1,0,1,0,0,33.21,0,0,33.21
68,1,0,1,0,0,23.90,0,0,23.90
69,0,0,1,0,0,0.00,0,0,0.00
70,1,0,1,0,0,1.00,0,0,1.00
71,1,0,1,0,0,5.41,0,0,5.41
72,1,0,1,0,0,14.07,0,0,14.07
73,1,0,1,0,0,2.83,0,0,2.83
74,1,0,1,0,0,6.24,0,0,6.24
75,1,0,1,0,0,144.72,0,0,144.72
76,1,0,1,0,0,20.14,0,0,20.14
77,1,0,1,0,0,28.63,0,0,28.63
78,1,0,1,0,0,19.90,0,0,19.90
79,0,0,1,0,0,0.00,0,0,0.00
80,1,0,1,0,0,1.41,0,0,1.41
81,0,0,1,0,0,0.00,0,0,0.00
82,1,0,1,0,0,2.41,0,0,2.41
83,0,0,1,0,0,0.00,0,0,0.00
84,0,0,1,0,0,0.00,0,0,0.00
85,9,4,0,8,94,44.85,0,0,82.04
86,1,0,1,0,0,1.00,0,0,1.00
87,1,0,1,0,0,4.83,0,0,4.83
88,1,0,1,0,0,29.14,0,0,29.14
89,76,43,0,88,1097,23.96,23,2,101.91
