 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
204,1,0,1,0,0,2.41,0,0,2.41
205,1,0,1,0,0,7.83,0,0,7.83
206,1,0,1,0,0,1.41,0,0,1.41
207,1,0,1,0,0,2.83,0,0,2.83
208,1,0,1,0,0,2.00,0,0,2.00
209,1,0,1,0,0,4.83,0,0,4.83
210,1,0,1,0,0,1.00,0,0,1.00
211,1,0,1,0,0,17.73,0,0,17.73
212,0,0,1,0,0,0.00,0,0,0.00
213,1,0,1,0,0,3.00,0,0,3.00
214,1,0,1,0,0,4.83,0,0,4.83
215,0,0,1,0,0,0.00,0,0,0.00
216,1,0,1,0,0,2.00,0,0,2.00
217,1,0,1,0,0,8.24,0,0,8.24
218,0,0,1,0,0,0.00,0,0,0.00
219,1,0,1,0,0,1.41,0,0,1.41
220,1,0,1,0,0,8.07,0,0,8.07
221,1,0,1,0,0,1.41,0,0,1.41
222,0,0,1,0,0,0.00,0,0,0.00
223,0,0,1,0,0,0.00,0,0,0.00
224,1,0,1,0,0,3.83,0,0,3.83
225,0,0,1,0,0,0.00,0,0,0.00
226,1,0,1,0,0,1.00,0,0,1.00
227,1,0,1,0,0,1.41,0,0,1.41
228,1,0,1,0,0,9.24,0,0,9.24
229,1,0,1,0,0,1.41,0,0,1.41
230,1,0,1,0,0,1.00,0,0,1.00
231,1,0,1,0,0,1.41,0,0,1.41
232,1,0,1,0,0,1.41,0,0,1.41
233,1,0,1,0,0,2.41,0,0,2.41
234,1,0,1,0,0,6.24,0,0,6.24
235,5,2,0,5,25,16.29,0,0,27.31
236,1,0,1,0,0,3.83,0,0,3.83
237,1,0,1,0,0,3.00,0,0,3.00
238,1,0,1,0,0,6.83,0,0,6.83
239,1,0,1,0,0,1.00,0,0,1.00
240,1,0,1,0,0,5.24,0,0,5.24
241,1,0,1,0,0,3.41,0,0,3.41
242,0,0,1,0,0,0.00,0,0,0.00
243,1,0,1,0,0,4.24,0,0,4.24
244,1,0,1,0,0,4.24,0,0,4.24
245,1,0,1,0,0,1.00,0,0,1.00
