 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
105,1,0,1,0,0,4.83,0,0,4.83
106,1,0,1,0,0,11.49,0,0,11.49
107,1,0,1,0,0,1.00,0,0,1.00
108,1,0,1,0,0,20.90,0,0,20.90
109,1,0,1,0,0,44.21,0,0,44.21
110,18,9,0,19,96,15.65,3,0,33.56
111,1,0,1,0,0,28.73,0,0,28.73
112,1,0,1,0,0,12.24,0,0,12.24
113,1,0,1,0,0,2.00,0,0,2.00
114,1,0,1,0,0,1.00,0,0,1.00
115,1,0,1,0,0,21.97,0,0,21.97
116,1,0,1,0,0,25.73,0,0,25.73
117,1,0,1,0,0,4.83,0,0,4.83
