 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
77,1,0,1,0,0,1.00,0,0,1.00
78,1,0,1,0,0,36.63,0,0,36.63
79,1,0,1,0,0,32.56,0,0,32.56
80,0,0,1,0,0,0.00,0,0,0.00
81,1,0,1,0,0,1.00,0,0,1.00
82,0,0,1,0,0,0.00,0,0,0.00
83,1,0,1,0,0,26.83,0,0,26.83
84,1,0,1,0,0,1.41,0,0,1.41
85,1,0,1,0,0,14.66,0,0,14.66
86,0,0,1,0,0,0.00,0,0,0.00
87,1,0,1,0,0,32.07,0,0,32.07
88,3,1,0,1,0,23.01,0,0,40.90
89,1,0,1,0,0,5.24,0,0,5.24
90,1,0,1,0,0,1.00,0,0,1.00
91,1,0,1,0,0,9.24,0,0,9.24
92,0,0,1,0,0,0.00,0,0,0.00
93,1,0,1,0,0,55.28,0,0,55.28
94,1,0,1,0,0,10.66,0,0,10.66
95,1,0,1,0,0,2.00,0,0,2.00
96,1,0,1,0,0,4.41,0,0,4.41
97,1,0,1,0,0,10.66,0,0,10.66
98,1,0,1,0,0,29.07,0,0,29.07
99,1,0,1,0,0,21.07,0,0,21.07
100,1,0,1,0,0,24.73,0,0,24.73
101,3,1,0,1,0,18.31,0,0,37.63
102,1,0,1,0,0,11.07,0,0,11.07
103,1,0,1,0,0,2.00,0,0,2.00
104,1,0,1,0,0,10.07,0,0,10.07
105,1,0,1,0,0,61.08,0,0,61.08
106,1,0,1,0,0,12.83,0,0,12.83
107,1,0,1,0,0,32.31,0,0,32.31
108,1,0,1,0,0,12.83,0,0,12.83
109,1,0,1,0,0,8.41,0,0,8.41
110,1,0,1,0,0,3.00,0,0,3.00
111,1,0,1,0,0,8.66,0,0,8.66
112,1,0,1,0,0,5.41,0,0,5.41
113,1,0,1,0,0,13.24,0,0,13.24
114,1,0,1,0,0,24.97,0,0,24.97
115,1,0,1,0,0,1.41,0,0,1.41
116,1,0,1,0,0,6.00,0,0,6.00
117,1,0,1,0,0,1.00,0,0,1.00
118,1,0,1,0,0,2.41,0,0,2.41
119,0,0,1,0,0,0.00,0,0,0.00
120,1,0,1,0,0,25.90,0,0,25.90
121,1,0,1,0,0,2.00,0,0,2.00
122,1,0,1,0,0,16.49,0,0,16.49
123,1,0,1,0,0,1.00,0,0,1.00
124,1,0,1,0,0,2.00,0,0,2.00
125,1,0,1,0,0,5.00,0,0,5.00
126,0,0,1,0,0,0.00,0,0,0.00
127,1,0,1,0,0,8.66,0,0,8.66
128,1,0,1,0,0,12.24,0,0,12.24
129,1,0,1,0,0,17.24,0,0,17.24
130,0,0,1,0,0,0.00,0,0,0.00
131,1,0,1,0,0,1.00,0,0,1.00
132,1,0,1,0,0,7.66,0,0,7.66
133,0,0,1,0,0,0.00,0,0,0.00
134,1,0,1,0,0,7.66,0,0,7.66
135,1,0,1,0,0,2.83,0,0,2.83
136,1,0,1,0,0,2.41,0,0,2.41
137,1,0,1,0,0,1.00,0,0,1.00
138,1,0,1,0,0,43.87,0,0,43.87
139,1,0,1,0,0,1.00,0,0,1.00
140,1,0,1,0,0,45.38,0,0,45.38
141,1,0,1,0,0,1.00,0,0,1.00
142,1,0,1,0,0,14.73,0,0,14.73
143,1,0,1,0,0,2.83,0,0,2.83
144,1,0,1,0,0,27.21,0,0,27.21
145,1,0,1,0,0,3.00,0,0,3.00
146,1,0,1,0,0,1.41,0,0,1.41
147,1,0,1,0,0,22.49,0,0,22.49
148,1,0,1,0,0,4.24,0,0,4.24
149,0,0,1,0,0,0.00,0,0,0.00
150,1,0,1,0,0,30.21,0,0,30.21
151,1,0,1,0,0,10.07,0,0,10.07
152,0,0,1,0,0,0.00,0,0,0.00
153,0,0,1,0,0,0.00,0,0,0.00
154,1,0,1,0,0,4.00,0,0,4.00
155,3,1,0,3,0,11.71,0,0,16.07
156,1,0,1,0,0,14.24,0,0,14.24
157,1,0,1,0,0,4.83,0,0,4.83
158,0,0,1,0,0,0.00,0,0,0.00
159,1,0,1,0,0,16.73,0,0,16.73
160,1,0,1,0,0,10.00,0,0,10.00
161,1,0,1,0,0,12.41,0,0,12.41
162,0,0,1,0,0,0.00,0,0,0.00
163,0,0,1,0,0,0.00,0,0,0.00
164,1,0,1,0,0,4.00,0,0,4.00
165,1,0,1,0,0,5.41,0,0,5.41
166,1,0,1,0,0,2.00,0,0,2.00
167,1,0,1,0,0,9.07,0,0,9.07
168,1,0,1,0,0,10.66,0,0,10.66
169,1,0,1,0,0,56.46,0,0,56.46
170,1,0,1,0,0,8.24,0,0,8.24
171,0,0,1,0,0,0.00,0,0,0.00
172,1,0,1,0,0,3.83,0,0,3.83
173,1,0,1,0,0,10.66,0,0,10.66
174,1,0,1,0,0,61.80,0,0,61.80
175,1,0,1,0,0,2.41,0,0,2.41
176,1,0,1,0,0,1.41,0,0,1.41
177,1,0,1,0,0,5.24,0,0,5.24
178,1,0,1,0,0,4.83,0,0,4.83
179,1,0,1,0,0,9.07,0,0,9.07
180,1,0,1,0,0,2.00,0,0,2.00
181,1,0,1,0,0,6.41,0,0,6.41
182,1,0,1,0,0,3.41,0,0,3.41
183,1,0,1,0,0,3.83,0,0,3.83
184,1,0,1,0,0,5.83,0,0,5.83
185,1,0,1,0,0,9.41,0,0,9.41
186,1,0,1,0,0,29.63,0,0,29.63
187,1,0,1,0,0,1.41,0,0,1.41
188,1,0,1,0,0,3.41,0,0,3.41
189,1,0,1,0,0,4.24,0,0,4.24
190,1,0,1,0,0,24.49,0,0,24.49
191,1,0,1,0,0,1.00,0,0,1.00
192,1,0,1,0,0,29.97,0,0,29.97
193,1,0,1,0,0,17.41,0,0,17.41
194,1,0,1,0,0,5.24,0,0,5.24
195,1,0,1,0,0,33.87,0,0,33.87
196,0,0,1,0,0,0.00,0,0,0.00
197,1,0,1,0,0,11.49,0,0,11.49
198,1,0,1,0,0,1.41,0,0,1.41
199,1,0,1,0,0,5.00,0,0,5.00
200,1,0,1,0,0,37.38,0,0,37.38
201,1,0,1,0,0,12.31,0,0,12.31
202,1,0,1,0,0,14.66,0,0,14.66
203,1,0,1,0,0,2.00,0,0,2.00
204,1,0,1,0,0,1.00,0,0,1.00
205,1,0,1,0,0,12.31,0,0,12.31
206,1,0,1,0,0,1.41,0,0,1.41
207,1,0,1,0,0,15.90,0,0,15.90
208,1,0,1,0,0,25.66,0,0,25.66
209,1,0,1,0,0,1.00,0,0,1.00
210,1,0,1,0,0,2.83,0,0,2.83
211,1,0,1,0,0,2.00,0,0,2.00
212,1,0,1,0,0,10.66,0,0,10.66
213,1,0,1,0,0,10.24,0,0,10.24
214,1,0,1,0,0,9.07,0,0,9.07
215,1,0,1,0,0,19.24,0,0,19.24
216,1,0,1,0,0,8.83,0,0,8.83
217,1,0,1,0,0,4.83,0,0,4.83
218,1,0,1,0,0,6.00,0,0,6.00
219,1,0,1,0,0,11.41,0,0,11.41
220,1,0,1,0,0,1.41,0,0,1.41
221,1,0,1,0,0,1.41,0,0,1.41
222,1,0,1,0,0,10.24,0,0,10.24
223,1,0,1,0,0,3.00,0,0,3.00
224,1,0,1,0,0,1.41,0,0,1.41
225,1,0,1,0,0,1.00,0,0,1.00
226,1,0,1,0,0,4.41,0,0,4.41
227,1,0,1,0,0,19.83,0,0,19.83
228,1,0,1,0,0,8.07,0,0,8.07
229,1,0,1,0,0,9.24,0,0,9.24
230,0,0,1,0,0,0.00,0,0,0.00
231,1,0,1,0,0,19.31,0,0,19.31
232,1,0,1,0,0,10.90,0,0,10.90
233,1,0,1,0,0,34.63,0,0,34.63
234,1,0,1,0,0,36.04,0,0,36.04
235,0,0,1,0,0,0.00,0,0,0.00
236,1,0,1,0,0,38.38,0,0,38.38
237,1,0,1,0,0,1.00,0,0,1.00
238,1,0,1,0,0,13.31,0,0,13.31
239,1,0,1,0,0,1.00,0,0,1.00
240,1,0,1,0,0,2.00,0,0,2.00
241,1,0,1,0,0,3.83,0,0,3.83
242,1,0,1,0,0,11.66,0,0,11.66
243,1,0,1,0,0,1.41,0,0,1.41
244,1,0,1,0,0,10.24,0,0,10.24
245,1,0,1,0,0,11.24,0,0,11.24
246,1,0,1,0,0,6.66,0,0,6.66
247,1,0,1,0,0,1.00,0,0,1.00
248,0,0,1,0,0,0.00,0,0,0.00
249,1,0,1,0,0,3.83,0,0,3.83
250,1,0,1,0,0,11.90,0,0,11.90
251,1,0,1,0,0,5.24,0,0,5.24
252,1,0,1,0,0,9.00,0,0,9.00
253,3,1,0,3,0,34.35,0,0,73.08
254,1,0,1,0,0,32.63,0,0,32.63
255,1,0,1,0,0,5.24,0,0,5.24
256,1,0,1,0,0,19.90,0,0,19.90
257,1,0,1,0,0,2.83,0,0,2.83
258,1,0,1,0,0,1.00,0,0,1.00
259,1,0,1,0,0,14.66,0,0,14.66
260,1,0,1,0,0,19.73,0,0,19.73
261,1,0,1,0,0,11.66,0,0,11.66
262,1,0,1,0,0,2.00,0,0,2.00
263,1,0,1,0,0,4.41,0,0,4.41
264,1,0,1,0,0,24.31,0,0,24.31
265,1,0,1,0,0,2.83,0,0,2.83
266,1,0,1,0,0,5.66,0,0,5.66
267,1,0,1,0,0,47.36,0,0,47.36
268,1,0,1,0,0,9.24,0,0,9.24
269,1,0,1,0,0,6.41,0,0,6.41
270,1,0,1,0,0,2.41,0,0,2.41
271,1,0,1,0,0,9.41,0,0,9.41
272,1,0,1,0,0,44.28,0,0,44.28
273,1,0,1,0,0,6.41,0,0,6.41
274,1,0,1,0,0,4.00,0,0,4.00
275,0,0,1,0,0,0.00,0,0,0.00
276,1,0,1,0,0,149.78,0,0,149.78
277,1,0,1,0,0,22.66,0,0,22.66
278,1,0,1,0,0,6.00,0,0,6.00
279,1,0,1,0,0,1.00,0,0,1.00
280,1,0,1,0,0,9.07,0,0,9.07
281,1,0,1,0,0,7.66,0,0,7.66
282,1,0,1,0,0,10.07,0,0,10.07
283,1,0,1,0,0,3.83,0,0,3.83
284,1,0,1,0,0,4.24,0,0,4.24
285,1,0,1,0,0,2.83,0,0,2.83
286,1,0,1,0,0,4.00,0,0,4.00
287,1,0,1,0,0,2.83,0,0,2.83
288,1,0,1,0,0,1.00,0,0,1.00
289,1,0,1,0,0,3.83,0,0,3.83
290,1,0,1,0,0,2.41,0,0,2.41
291,1,0,1,0,0,13.24,0,0,13.24
292,1,0,1,0,0,47.53,0,0,47.53
293,1,0,1,0,0,5.41,0,0,5.41
294,1,0,1,0,0,90.84,0,0,90.84
295,1,0,1,0,0,18.24,0,0,18.24
296,1,0,1,0,0,2.83,0,0,2.83
297,1,0,1,0,0,8.83,0,0,8.83
298,0,0,1,0,0,0.00,0,0,0.00
299,1,0,1,0,0,3.41,0,0,3.41
300,1,0,1,0,0,12.66,0,0,12.66
301,1,0,1,0,0,8.07,0,0,8.07
302,1,0,1,0,0,9.83,0,0,9.83
303,1,0,1,0,0,8.41,0,0,8.41
304,3,1,0,1,0,30.48,0,0,61.11
305,0,0,1,0,0,0.00,0,0,0.00
306,1,0,1,0,0,7.24,0,0,7.24
307,4,2,0,4,35,17.67,0,0,25.14
308,1,0,1,0,0,25.90,0,0,25.90
309,1,0,1,0,0,2.83,0,0,2.83
310,0,0,1,0,0,0.00,0,0,0.00
311,0,0,1,0,0,0.00,0,0,0.00
312,3,1,0,1,0,27.11,0,0,35.46
313,1,0,1,0,0,6.24,0,0,6.24
314,3,1,0,3,0,37.05,0,0,72.53
315,1,0,1,0,0,33.46,0,0,33.46
316,1,0,1,0,0,53.36,0,0,53.36
317,1,0,1,0,0,27.97,0,0,27.97
318,1,0,1,0,0,31.80,0,0,31.80
319,1,0,1,0,0,1.41,0,0,1.41
320,0,0,1,0,0,0.00,0,0,0.00
321,1,0,1,0,0,2.00,0,0,2.00
322,1,0,1,0,0,5.41,0,0,5.41
323,3,1,0,1,0,10.93,0,0,12.49
324,1,0,1,0,0,18.90,0,0,18.90
325,1,0,1,0,0,2.00,0,0,2.00
326,1,0,1,0,0,8.41,0,0,8.41
327,1,0,1,0,0,3.00,0,0,3.00
328,3,1,0,3,0,8.44,0,0,15.49
329,1,0,1,0,0,12.49,0,0,12.49
330,3,1,0,1,0,30.14,0,0,50.63
331,3,1,0,1,0,23.73,0,0,44.87
332,3,1,0,3,0,10.27,0,0,18.73
333,1,0,1,0,0,10.83,0,0,10.83
334,1,0,1,0,0,2.83,0,0,2.83
335,1,0,1,0,0,1.41,0,0,1.41
336,7,3,0,3,43,22.56,0,0,30.56
337,1,0,1,0,0,7.66,0,0,7.66
338,1,0,1,0,0,3.41,0,0,3.41
339,1,0,1,0,0,9.07,0,0,9.07
340,1,0,1,0,0,6.66,0,0,6.66
341,22,11,0,15,323,33.13,2,1,86.43
342,1,0,1,0,0,22.49,0,0,22.49
343,1,0,1,0,0,1.00,0,0,1.00
344,1,0,1,0,0,11.83,0,0,11.83
345,0,0,1,0,0,0.00,0,0,0.00
346,0,0,1,0,0,0.00,0,0,0.00
347,1,0,1,0,0,3.83,0,0,3.83
348,1,0,1,0,0,3.41,0,0,3.41
349,1,0,1,0,0,14.07,0,0,14.07
350,0,0,1,0,0,0.00,0,0,0.00
351,1,0,1,0,0,5.66,0,0,5.66
352,1,0,1,0,0,4.41,0,0,4.41
353,1,0,1,0,0,10.41,0,0,10.41
354,1,0,1,0,0,2.83,0,0,2.83
355,1,0,1,0,0,2.00,0,0,2.00
356,1,0,1,0,0,1.41,0,0,1.41
357,1,0,1,0,0,22.56,0,0,22.56
358,1,0,1,0,0,10.83,0,0,10.83
359,3,1,0,1,0,27.42,0,0,58.94
360,1,0,1,0,0,15.66,0,0,15.66
361,1,0,1,0,0,3.00,0,0,3.00
362,3,1,0,1,0,17.01,0,0,35.97
363,1,0,1,0,0,3.41,0,0,3.41
364,1,0,1,0,0,3.41,0,0,3.41
365,1,0,1,0,0,4.83,0,0,4.83
366,1,0,1,0,0,11.24,0,0,11.24
367,1,0,1,0,0,2.00,0,0,2.00
368,1,0,1,0,0,5.24,0,0,5.24
369,1,0,1,0,0,21.83,0,0,21.83
370,0,0,1,0,0,0.00,0,0,0.00
371,1,0,1,0,0,9.66,0,0,9.66
372,1,0,1,0,0,2.00,0,0,2.00
373,1,0,1,0,0,2.41,0,0,2.41
374,1,0,1,0,0,1.00,0,0,1.00
375,5,3,0,7,95,27.33,2,0,46.80
376,0,0,1,0,0,0.00,0,0,0.00
377,1,0,1,0,0,25.73,0,0,25.73
378,0,0,1,0,0,0.00,0,0,0.00
379,1,0,1,0,0,2.83,0,0,2.83
380,0,0,1,0,0,0.00,0,0,0.00
381,1,0,1,0,0,24.31,0,0,24.31
382,1,0,1,0,0,10.66,0,0,10.66
383,1,0,1,0,0,20.07,0,0,20.07
384,0,0,1,0,0,0.00,0,0,0.00
385,1,0,1,0,0,1.00,0,0,1.00
386,1,0,1,0,0,2.83,0,0,2.83
387,1,0,1,0,0,4.24,0,0,4.24
388,0,0,1,0,0,0.00,0,0,0.00
389,1,0,1,0,0,1.41,0,0,1.41
390,0,0,1,0,0,0.00,0,0,0.00
391,1,0,1,0,0,44.31,0,0,44.31
