 ,Feret,FeretX,FeretY,FeretAngle,MinFeret
308,4.12,789,670,104.04,1.00
309,8.25,657,807,165.96,1.94
310,4.24,846,1105,45.00,1.41
311,8.06,1031,612,97.13,1.00
312,16.76,679,859,72.65,1.94
313,3.61,1128,771,146.31,1.79
314,3.61,1138,778,146.31,1.79
315,1.41,617,485,135.00,1.00
316,4.12,629,485,165.96,1.00
317,2.24,916,967,153.43,1.00
318,6.32,903,973,18.43,1.90
319,1.41,48,262,135.00,1.00
320,4.24,36,275,45.00,1.41
321,4.12,1260,510,165.96,1.00
322,13.60,1572,745,107.10,1.94
323,11.40,1413,664,142.13,2.00
324,9.85,1351,828,66.04,2.10
325,2.24,1446,647,153.43,1.00
326,5.00,551,705,36.87,1.79
327,5.66,1280,510,135.00,1.41
328,18.60,1291,387,143.75,2.00
329,5.66,1586,685,135.00,1.41
330,9.49,1258,666,71.57,1.94
331,13.34,458,651,77.01,1.97
332,2.24,457,656,116.57,1.00
333,7.28,1109,814,15.95,1.94
334,20.62,641,542,165.96,2.06
335,10.44,1357,131,73.30,1.94
336,10.00,803,791,36.87,2.03
337,3.61,1370,188,33.69,1.79
338,4.47,1397,669,63.43,1.79
339,13.00,1391,685,67.38,2.04
340,7.28,1113,604,164.05,1.94
341,19.70,874,834,23.96,2.15
342,6.32,807,562,71.57,1.94
343,4.47,805,575,63.43,1.90
344,5.39,229,503,158.20,1.94
345,2.24,1461,247,116.57,1.00
346,7.62,1045,629,23.20,1.94
347,1.41,1416,894,135.00,1.00
348,1.41,1416,896,135.00,1.00
349,10.00,770,532,36.87,2.06
350,5.83,976,793,59.04,1.79
351,3.61,533,835,146.31,1.79
352,6.40,861,665,51.34,2.00
353,2.83,1285,428,135.00,1.41
354,19.03,1201,742,176.99,1.00
355,6.40,888,878,141.34,1.94
356,1.41,1229,995,135.00,1.00
357,2.24,1220,998,153.43,1.00
358,6.32,1329,685,108.43,1.96
359,4.12,1331,701,104.04,1.00
360,3.61,953,764,146.31,1.79
361,7.28,961,765,164.05,1.94
362,16.97,913,644,135.00,1.41
363,9.43,928,787,32.01,2.06
364,9.22,995,895,77.47,1.96
365,21.59,1366,663,103.39,1.96
366,4.47,1018,405,26.57,1.90
367,20.12,941,521,116.57,2.13
368,6.71,976,774,116.57,1.90
369,13.60,849,748,17.10,2.06
370,5.10,1126,749,101.31,1.00
371,1.41,598,879,135.00,1.00
372,5.66,589,891,45.00,1.41
373,6.71,910,616,116.57,1.90
374,21.54,512,677,68.20,2.11
375,5.39,208,758,68.20,1.94
376,8.06,1286,1111,150.26,1.79
377,2.24,231,479,116.57,1.00
378,7.28,435,740,15.95,1.97
379,11.18,641,690,79.70,1.97
380,13.60,876,706,53.97,2.13
381,8.06,1130,922,150.26,1.79
382,9.90,660,681,45.00,1.41
383,5.39,1256,250,158.20,1.90
384,2.83,635,915,135.00,1.41
385,5.39,1572,935,111.80,1.90
386,21.10,113,668,174.56,1.99
387,15.23,438,532,23.20,2.15
388,1.41,432,534,135.00,1.00
389,7.62,899,724,66.80,1.90
390,21.59,640,646,76.61,1.96
391,6.08,1007,557,99.46,1.00
392,21.47,553,623,117.76,1.79
393,1.41,503,354,135.00,1.00
394,2.24,926,547,153.43,1.00
395,21.84,1264,371,164.05,1.94
396,7.28,1474,860,164.05,1.94
397,18.38,551,629,135.00,1.41
398,17.80,1267,323,38.16,2.00
399,4.12,1472,686,165.96,1.00
400,5.66,787,552,45.00,1.41
401,5.00,792,832,143.13,1.79
402,8.06,47,132,97.13,1.00
403,5.39,504,905,158.20,1.90
404,1.41,887,736,135.00,1.00
405,5.00,1054,1070,53.13,1.79
406,3.16,747,432,161.57,1.00
407,16.28,1221,768,79.38,1.97
408,2.24,560,446,116.57,1.00
409,5.39,1389,894,111.80,1.90
410,3.16,1462,656,108.43,1.00
411,4.47,573,715,116.57,1.90
412,5.39,1332,123,111.80,1.90
413,2.24,659,839,116.57,1.00
414,1.41,665,849,135.00,1.00
415,2.83,1325,1098,45.00,1.41
416,10.20,1475,899,101.31,1.96
417,12.04,774,760,138.37,2.03
418,1.41,943,605,135.00,1.00
419,5.39,475,523,111.80,1.90
420,2.83,739,559,135.00,1.41
421,9.22,747,568,130.60,2.00
422,1.41,39,199,135.00,1.00
423,10.30,1290,339,60.95,1.79
424,2.24,1286,347,116.57,1.00
425,4.12,925,627,165.96,1.00
426,2.24,1655,839,153.43,1.00
427,11.18,1661,840,169.70,1.99
428,17.03,312,687,49.76,2.05
429,7.21,1196,715,33.69,1.94
430,2.24,316,533,116.57,1.00
431,3.61,989,423,123.69,1.79
432,14.21,1121,878,39.29,2.03
433,8.54,570,957,110.56,1.94
434,4.47,1075,1058,153.43,1.90
435,2.83,230,481,45.00,1.41
436,7.28,1374,949,74.05,1.94
437,9.49,1026,786,18.43,1.96
438,6.40,535,558,51.34,1.94
439,10.00,527,571,53.13,1.94
440,1.41,625,561,135.00,1.00
441,5.00,776,1005,126.87,1.94
442,8.06,1454,584,119.74,1.79
443,4.47,916,1110,116.57,1.79
444,1.41,920,1121,135.00,1.00
445,3.16,825,666,161.57,1.00
446,5.39,829,667,158.20,1.94
447,8.54,1456,530,69.44,1.90
448,11.18,753,519,100.30,1.97
449,14.14,1489,704,81.87,1.99
450,3.61,1323,1117,146.31,1.79
451,1.41,1456,520,135.00,1.00
452,8.06,542,731,60.26,2.06
453,2.83,1572,281,135.00,1.41
454,7.07,571,878,98.13,1.00
455,8.60,317,511,54.46,1.94
456,1.41,1030,1106,135.00,1.00
457,8.06,622,844,60.26,2.04
458,6.32,1000,774,71.57,1.90
459,19.85,1342,679,139.09,2.07
460,12.08,1671,863,65.56,2.11
461,2.24,1670,865,116.57,1.00
462,21.38,103,407,10.78,2.05
463,7.28,736,831,164.05,1.97
464,5.83,460,550,59.04,1.79
465,5.00,455,558,53.13,1.79
466,7.07,1118,586,98.13,1.00
467,7.62,1278,675,66.80,1.90
468,3.16,1275,683,108.43,1.00
469,14.04,580,644,175.91,1.00
470,18.38,590,586,112.38,2.15
471,1.41,29,213,135.00,1.00
472,8.06,47,132,97.13,1.00
473,4.47,865,527,26.57,1.90
474,5.39,1481,984,68.20,1.90
475,4.47,613,478,153.43,1.79
476,3.61,629,485,146.31,1.79
477,5.39,734,561,158.20,1.90
478,1.41,750,566,135.00,1.00
479,6.71,964,550,116.57,2.04
480,9.49,964,701,161.57,1.94
481,12.04,1441,922,138.37,2.07
482,2.24,1066,248,116.57,1.00
483,7.62,263,466,66.80,1.90
484,7.81,813,570,50.19,2.00
485,3.16,1125,623,108.43,1.00
486,5.39,1309,1128,111.80,1.90
487,8.06,586,674,172.87,1.00
488,13.15,1132,896,8.75,1.99
489,21.59,422,641,103.39,1.96
490,12.04,809,692,138.37,2.05
491,21.40,898,559,127.41,2.00
492,2.24,339,641,116.57,1.00
493,1.41,338,658,135.00,1.00
494,1.41,1210,567,135.00,1.00
495,6.08,1209,578,99.46,1.00
496,20.10,1267,351,5.71,1.99
497,17.80,887,858,38.16,2.00
498,5.83,51,108,59.04,1.79
499,17.46,538,683,13.24,1.97
500,9.22,168,483,130.60,2.00
501,13.00,299,639,112.62,2.04
502,3.61,305,655,123.69,1.79
503,3.61,521,882,56.31,1.79
504,5.39,445,725,68.20,1.90
505,2.24,441,737,116.57,1.00
506,2.24,1450,905,116.57,1.00
507,2.24,1417,991,116.57,1.00
508,10.05,735,854,174.29,1.00
509,14.14,1196,783,171.87,1.99
510,1.41,1216,785,135.00,1.00
511,3.16,1479,586,108.43,1.00
512,4.47,1478,534,63.43,1.79
513,2.24,1114,936,153.43,1.00
514,5.39,1160,751,68.20,1.90
515,5.00,1444,963,126.87,1.94
516,2.83,1544,1056,45.00,1.41
517,1.41,879,535,135.00,1.00
518,1.41,1319,643,135.00,1.00
519,13.04,1454,584,94.40,1.00
520,2.24,231,479,116.57,1.00
521,2.24,1287,1128,116.57,1.00
522,10.30,797,711,150.95,1.79
523,5.39,829,667,158.20,1.90
524,4.24,1186,1119,45.00,1.41
525,10.30,1216,813,29.05,1.79
526,17.46,1283,375,66.37,2.11
527,19.10,395,552,83.99,1.99
528,2.24,1081,391,153.43,1.00
529,3.16,1076,392,161.57,1.00
530,13.60,625,458,162.90,2.06
531,5.39,1378,587,68.20,1.94
532,2.24,1376,596,116.57,1.00
533,5.39,1222,248,21.80,1.94
534,1.41,1321,228,135.00,1.00
535,6.40,788,987,128.66,1.94
536,6.40,826,1091,51.34,2.00
537,9.22,529,706,167.47,1.96
538,14.14,1146,572,135.00,1.41
539,4.24,1453,1003,135.00,1.41
540,1.41,613,559,135.00,1.00
541,1.41,615,560,135.00,1.00
542,12.53,637,883,151.39,1.79
543,4.47,513,525,63.43,1.79
544,6.71,526,689,26.57,1.79
545,4.47,936,900,116.57,1.79
546,7.62,235,450,66.80,1.96
547,21.63,221,592,33.69,2.12
548,3.61,246,463,123.69,1.79
549,10.82,912,953,123.69,1.94
550,2.24,1197,361,153.43,1.00
551,13.93,264,679,111.04,2.14
552,17.12,8,218,173.29,1.99
553,3.61,510,509,146.31,1.79
554,6.71,1194,355,153.43,1.79
555,1.41,1208,362,135.00,1.00
556,6.71,1392,852,63.43,2.04
557,11.66,444,585,120.96,2.06
558,14.42,600,783,146.31,2.12
559,1.41,973,726,135.00,1.00
560,1.41,977,733,135.00,1.00
561,2.83,1242,562,135.00,1.41
562,14.56,1309,648,105.95,1.94
563,2.83,213,422,45.00,1.41
564,1.41,998,764,135.00,1.00
565,7.07,1001,768,135.00,1.41
566,8.60,1125,691,54.46,2.00
567,16.55,868,811,25.02,2.15
568,1.41,979,743,135.00,1.00
569,6.32,1435,675,161.57,1.90
570,12.17,1508,760,170.54,1.99
571,14.04,1660,818,175.91,1.00
572,20.59,519,542,150.95,1.79
573,8.94,573,511,153.43,1.79
574,19.24,957,737,27.90,1.79
575,1.41,1134,275,135.00,1.00
576,6.08,32,454,99.46,1.00
577,3.16,1087,248,108.43,1.00
578,20.52,235,609,43.03,2.07
579,3.16,763,685,161.57,1.00
580,8.25,747,688,14.04,1.94
581,5.10,614,582,101.31,1.00
582,9.22,612,600,77.47,1.97
583,18.03,483,640,93.18,1.00
584,20.02,730,540,177.14,1.00
585,9.06,985,805,173.66,1.00
586,19.03,1315,371,93.01,1.00
587,1.41,250,645,135.00,1.00
588,10.30,760,786,150.95,2.11
589,19.70,858,783,23.96,2.15
590,1.41,1249,583,135.00,1.00
591,3.61,225,436,33.69,1.79
592,1.41,518,492,135.00,1.00
593,4.12,938,900,104.04,1.00
594,3.16,938,917,108.43,1.00
595,9.22,1006,854,167.47,1.96
596,18.11,1065,340,6.34,1.99
597,13.45,1002,842,41.99,2.06
598,10.82,1176,824,146.31,2.06
599,21.10,916,997,58.57,2.11
600,1.41,229,519,135.00,1.00
601,7.62,635,555,66.80,1.90
602,10.77,631,567,68.20,1.90
603,20.62,860,678,157.17,2.15
604,2.24,654,654,153.43,1.00
605,1.41,1222,574,135.00,1.00
606,2.83,23,111,45.00,1.41
607,5.00,16,120,53.13,1.94
608,9.22,298,645,139.40,2.00
609,2.24,917,900,153.43,1.00
610,1.41,922,901,135.00,1.00
611,3.16,231,502,161.57,1.00
612,3.16,747,432,161.57,1.00
613,16.16,987,784,158.20,2.11
614,9.22,805,553,102.53,1.98
615,2.83,450,529,135.00,1.41
616,6.40,804,815,141.34,2.00
617,2.83,854,690,135.00,1.41
618,9.43,857,695,122.01,1.79
619,1.41,863,706,135.00,1.00
620,4.47,866,1119,63.43,1.79
621,1.41,569,351,135.00,1.00
622,1.41,261,448,135.00,1.00
623,9.22,244,452,12.53,1.97
624,4.47,577,864,26.57,1.79
625,7.62,233,480,23.20,1.90
626,1.41,231,480,135.00,1.00
627,7.28,1623,787,74.05,1.94
628,10.05,395,645,95.71,1.00
629,7.07,396,658,98.13,1.00
630,9.22,1651,858,130.60,2.00
631,1.41,3,463,135.00,1.00
632,2.83,320,647,45.00,1.41
633,14.32,660,831,65.22,2.10
634,4.47,468,770,26.57,1.90
635,1.41,658,842,135.00,1.00
636,11.40,664,849,127.87,2.03
637,13.60,787,656,17.10,1.94
638,6.32,980,820,71.57,1.96
639,20.88,1273,675,16.70,1.94
640,15.81,1297,427,71.57,1.94
641,1.41,680,229,135.00,1.00
642,12.08,297,511,155.56,2.04
643,3.16,1007,858,108.43,1.00
644,3.61,1005,866,56.31,1.79
645,11.18,653,780,169.70,1.99
646,2.24,1633,879,153.43,1.00
647,3.61,164,458,123.69,1.79
648,7.21,835,733,123.69,1.79
649,5.83,1122,889,149.04,1.94
650,5.00,1132,895,143.13,1.79
651,3.61,1077,1076,33.69,1.79
652,12.65,1009,881,18.43,1.94
653,6.71,860,635,116.57,1.94
654,11.70,1200,762,160.02,1.94
655,3.16,1217,767,161.57,1.00
656,1.41,303,468,135.00,1.00
657,16.28,901,881,47.49,2.06
658,6.40,1389,1070,51.34,1.94
659,21.02,154,568,154.65,2.13
660,2.24,776,649,153.43,1.00
661,1.41,785,653,135.00,1.00
662,3.16,1282,810,108.43,1.00
663,21.38,940,605,100.78,2.05
664,7.07,629,712,98.13,1.00
665,20.40,513,564,78.69,1.97
666,21.02,569,545,25.35,2.13
667,1.41,196,748,135.00,1.00
668,1.41,229,524,135.00,1.00
669,1.41,722,879,135.00,1.00
670,6.71,727,882,153.43,1.79
671,7.62,1220,264,156.80,1.94
672,20.52,1272,404,46.97,2.07
673,4.12,1322,367,165.96,1.00
674,3.16,1336,369,161.57,1.00
675,1.41,368,536,135.00,1.00
676,5.00,365,542,53.13,1.79
677,19.72,900,560,30.47,2.11
678,4.12,678,759,104.04,1.00
679,5.66,923,436,135.00,1.41
680,4.24,1291,1132,45.00,1.41
681,1.41,1447,997,135.00,1.00
682,1.41,1445,999,135.00,1.00
683,11.18,276,536,116.57,2.11
684,5.10,34,98,101.31,1.00
685,10.77,549,373,68.20,2.11
686,2.83,665,264,45.00,1.41
687,5.00,658,269,36.87,1.94
688,12.08,962,717,155.56,2.11
689,2.24,324,528,153.43,1.00
690,15.13,1330,831,82.41,1.98
691,15.81,150,618,124.70,2.12
692,6.71,577,498,26.57,1.94
693,5.39,1279,835,111.80,1.94
694,1.41,1461,992,135.00,1.00
695,20.62,491,662,39.09,2.11
696,5.00,691,756,126.87,1.79
697,3.61,781,850,146.31,1.79
698,12.04,1228,828,48.37,2.06
699,13.45,1332,389,48.01,2.05
700,3.61,1379,839,56.31,1.79
701,5.39,218,447,68.20,1.94
702,4.47,650,253,26.57,1.90
703,5.39,656,509,158.20,1.90
704,12.08,665,512,155.56,2.04
705,18.38,925,816,67.62,2.11
706,6.71,988,868,63.43,1.90
707,8.06,1445,1010,172.87,1.00
708,5.83,538,638,59.04,1.79
709,5.00,645,850,126.87,1.79
710,5.00,651,860,126.87,1.79
711,4.47,1132,898,63.43,1.79
712,5.00,1127,907,53.13,1.79
713,7.28,790,769,164.05,1.96
714,1.41,803,771,135.00,1.00
715,12.37,838,725,14.04,1.99
716,5.83,288,704,120.96,1.79
717,2.83,535,528,45.00,1.41
718,5.83,523,535,30.96,1.94
719,1.41,519,537,135.00,1.00
720,13.04,637,843,122.47,2.12
721,8.60,872,896,144.46,2.06
722,2.83,922,1003,135.00,1.41
723,3.61,934,1011,146.31,1.79
724,4.47,1262,219,153.43,1.79
725,2.24,293,528,116.57,1.00
726,4.47,663,286,153.43,1.90
727,6.71,1225,993,153.43,1.90
728,7.62,1277,1130,156.80,1.90
729,4.24,11,24,45.00,1.41
730,5.10,463,705,168.69,1.00
731,20.59,657,625,119.05,1.79
732,3.61,845,845,33.69,1.79
733,5.00,190,752,53.13,1.79
734,2.83,795,810,135.00,1.41
735,7.21,803,815,146.31,1.94
736,7.81,1130,700,140.19,1.94
737,3.61,1198,1130,33.69,1.79
738,3.61,1325,213,146.31,1.79
739,7.28,584,703,164.05,1.94
740,12.08,3,101,155.56,2.10
741,8.94,15,106,153.43,1.79
742,8.06,606,837,29.74,1.79
743,9.49,776,789,71.57,1.94
744,5.39,834,917,111.80,1.90
745,5.10,837,648,168.69,1.00
746,11.70,931,799,160.02,2.06
747,11.70,1161,852,160.02,2.06
748,3.16,1481,586,108.43,1.00
749,10.77,1189,372,158.20,1.90
750,5.83,906,764,120.96,1.79
751,5.00,640,902,36.87,1.94
752,8.06,974,888,119.74,1.79
753,14.76,1207,339,118.30,1.79
754,1.41,763,700,135.00,1.00
755,8.06,750,707,29.74,1.79
